longitude,latitude,start_date,end_date,label,id
-55.686396993734,-11.546874998956,2000-02-18,2017-03-18,NoClass,327
-55.684270625405,-11.546874998956,2000-02-18,2017-03-18,NoClass,328
-55.682144257075,-11.546874998956,2000-02-18,2017-03-18,NoClass,329
-55.680017888746,-11.546874998956,2000-02-18,2017-03-18,NoClass,330
-55.677891520417,-11.546874998956,2000-02-18,2017-03-18,NoClass,331
-55.675765152087,-11.546874998956,2000-02-18,2017-03-18,NoClass,332
-55.673638783758,-11.546874998956,2000-02-18,2017-03-18,NoClass,333
-55.671512415429,-11.546874998956,2000-02-18,2017-03-18,NoClass,334
-55.669386047099,-11.546874998956,2000-02-18,2017-03-18,NoClass,335
-55.66725967877,-11.546874998956,2000-02-18,2017-03-18,NoClass,336
-55.754026636152,-11.544791665623,2000-02-18,2017-03-18,NoClass,337
-55.751900283618,-11.544791665623,2000-02-18,2017-03-18,NoClass,338
-55.749773931083,-11.544791665623,2000-02-18,2017-03-18,NoClass,339
-55.747647578548,-11.544791665623,2000-02-18,2017-03-18,NoClass,340
-55.745521226014,-11.544791665623,2000-02-18,2017-03-18,NoClass,341
-55.743394873479,-11.544791665623,2000-02-18,2017-03-18,NoClass,342
-55.741268520944,-11.544791665623,2000-02-18,2017-03-18,NoClass,343
-55.739142168409,-11.544791665623,2000-02-18,2017-03-18,NoClass,344
-55.737015815875,-11.544791665623,2000-02-18,2017-03-18,NoClass,345
-55.73488946334,-11.544791665623,2000-02-18,2017-03-18,NoClass,346
-55.732763110805,-11.544791665623,2000-02-18,2017-03-18,NoClass,347
-55.730636758271,-11.544791665623,2000-02-18,2017-03-18,NoClass,348
-55.728510405736,-11.544791665623,2000-02-18,2017-03-18,NoClass,349
-55.726384053201,-11.544791665623,2000-02-18,2017-03-18,NoClass,350
-55.724257700666,-11.544791665623,2000-02-18,2017-03-18,NoClass,351
-55.722131348132,-11.544791665623,2000-02-18,2017-03-18,NoClass,352
-55.720004995597,-11.544791665623,2000-02-18,2017-03-18,NoClass,353
-55.717878643062,-11.544791665623,2000-02-18,2017-03-18,NoClass,354
-55.715752290528,-11.544791665623,2000-02-18,2017-03-18,NoClass,355
-55.713625937993,-11.544791665623,2000-02-18,2017-03-18,NoClass,356
-55.711499585458,-11.544791665623,2000-02-18,2017-03-18,NoClass,357
-55.709373232924,-11.544791665623,2000-02-18,2017-03-18,NoClass,358
-55.707246880389,-11.544791665623,2000-02-18,2017-03-18,NoClass,359
-55.705120527854,-11.544791665623,2000-02-18,2017-03-18,NoClass,360
-55.70299417532,-11.544791665623,2000-02-18,2017-03-18,NoClass,361
-55.700867822785,-11.544791665623,2000-02-18,2017-03-18,NoClass,362
-55.69874147025,-11.544791665623,2000-02-18,2017-03-18,NoClass,363
-55.696615117715,-11.544791665623,2000-02-18,2017-03-18,NoClass,364
-55.694488765181,-11.544791665623,2000-02-18,2017-03-18,NoClass,365
-55.692362412646,-11.544791665623,2000-02-18,2017-03-18,NoClass,366
-55.690236060111,-11.544791665623,2000-02-18,2017-03-18,NoClass,367
-55.688109707577,-11.544791665623,2000-02-18,2017-03-18,NoClass,368
-55.685983355042,-11.544791665623,2000-02-18,2017-03-18,NoClass,369
-55.683857002507,-11.544791665623,2000-02-18,2017-03-18,NoClass,370
-55.681730649973,-11.544791665623,2000-02-18,2017-03-18,NoClass,371
-55.679604297438,-11.544791665623,2000-02-18,2017-03-18,NoClass,372
-55.677477944903,-11.544791665623,2000-02-18,2017-03-18,NoClass,373
-55.675351592368,-11.544791665623,2000-02-18,2017-03-18,NoClass,374
-55.673225239834,-11.544791665623,2000-02-18,2017-03-18,NoClass,375
-55.671098887299,-11.544791665623,2000-02-18,2017-03-18,NoClass,376
-55.668972534764,-11.544791665623,2000-02-18,2017-03-18,NoClass,377
-55.666846182229,-11.544791665623,2000-02-18,2017-03-18,NoClass,378
-55.753612571896,-11.54270833229,2000-02-18,2017-03-18,NoClass,379
-55.751486235153,-11.54270833229,2000-02-18,2017-03-18,NoClass,380
-55.74935989841,-11.54270833229,2000-02-18,2017-03-18,NoClass,381
-55.747233561667,-11.54270833229,2000-02-18,2017-03-18,NoClass,382
-55.745107224924,-11.54270833229,2000-02-18,2017-03-18,NoClass,383
-55.74298088818,-11.54270833229,2000-02-18,2017-03-18,NoClass,384
-55.740854551437,-11.54270833229,2000-02-18,2017-03-18,NoClass,385
-55.738728214694,-11.54270833229,2000-02-18,2017-03-18,NoClass,386
-55.736601877951,-11.54270833229,2000-02-18,2017-03-18,NoClass,387
-55.734475541208,-11.54270833229,2000-02-18,2017-03-18,NoClass,388
-55.732349204465,-11.54270833229,2000-02-18,2017-03-18,NoClass,389
-55.730222867722,-11.54270833229,2000-02-18,2017-03-18,NoClass,390
-55.728096530979,-11.54270833229,2000-02-18,2017-03-18,NoClass,391
-55.725970194236,-11.54270833229,2000-02-18,2017-03-18,NoClass,392
-55.723843857493,-11.54270833229,2000-02-18,2017-03-18,NoClass,393
-55.72171752075,-11.54270833229,2000-02-18,2017-03-18,NoClass,394
-55.719591184007,-11.54270833229,2000-02-18,2017-03-18,NoClass,395
-55.717464847263,-11.54270833229,2000-02-18,2017-03-18,NoClass,396
-55.71533851052,-11.54270833229,2000-02-18,2017-03-18,NoClass,397
-55.713212173777,-11.54270833229,2000-02-18,2017-03-18,NoClass,398
-55.711085837034,-11.54270833229,2000-02-18,2017-03-18,NoClass,399
-55.708959500291,-11.54270833229,2000-02-18,2017-03-18,NoClass,400
-55.706833163548,-11.54270833229,2000-02-18,2017-03-18,NoClass,401
-55.704706826805,-11.54270833229,2000-02-18,2017-03-18,NoClass,402
-55.702580490062,-11.54270833229,2000-02-18,2017-03-18,NoClass,403
-55.700454153319,-11.54270833229,2000-02-18,2017-03-18,NoClass,404
-55.698327816576,-11.54270833229,2000-02-18,2017-03-18,NoClass,405
-55.696201479833,-11.54270833229,2000-02-18,2017-03-18,NoClass,406
-55.69407514309,-11.54270833229,2000-02-18,2017-03-18,NoClass,407
-55.691948806347,-11.54270833229,2000-02-18,2017-03-18,NoClass,408
-55.689822469603,-11.54270833229,2000-02-18,2017-03-18,NoClass,409
-55.68769613286,-11.54270833229,2000-02-18,2017-03-18,NoClass,410
-55.685569796117,-11.54270833229,2000-02-18,2017-03-18,NoClass,411
-55.683443459374,-11.54270833229,2000-02-18,2017-03-18,NoClass,412
-55.681317122631,-11.54270833229,2000-02-18,2017-03-18,NoClass,413
-55.679190785888,-11.54270833229,2000-02-18,2017-03-18,NoClass,414
-55.677064449145,-11.54270833229,2000-02-18,2017-03-18,NoClass,415
-55.674938112402,-11.54270833229,2000-02-18,2017-03-18,NoClass,416
-55.672811775659,-11.54270833229,2000-02-18,2017-03-18,NoClass,417
-55.670685438916,-11.54270833229,2000-02-18,2017-03-18,NoClass,418
-55.668559102173,-11.54270833229,2000-02-18,2017-03-18,NoClass,419
-55.66643276543,-11.54270833229,2000-02-18,2017-03-18,NoClass,420
-55.753198587502,-11.540624998957,2000-02-18,2017-03-18,NoClass,421
-55.751072266547,-11.540624998957,2000-02-18,2017-03-18,NoClass,422
-55.748945945593,-11.540624998957,2000-02-18,2017-03-18,NoClass,423
-55.746819624638,-11.540624998957,2000-02-18,2017-03-18,NoClass,424
-55.744693303684,-11.540624998957,2000-02-18,2017-03-18,NoClass,425
-55.742566982729,-11.540624998957,2000-02-18,2017-03-18,NoClass,426
-55.740440661775,-11.540624998957,2000-02-18,2017-03-18,NoClass,427
-55.73831434082,-11.540624998957,2000-02-18,2017-03-18,NoClass,428
-55.736188019866,-11.540624998957,2000-02-18,2017-03-18,NoClass,429
-55.734061698911,-11.540624998957,2000-02-18,2017-03-18,NoClass,430
-55.731935377957,-11.540624998957,2000-02-18,2017-03-18,NoClass,431
-55.729809057002,-11.540624998957,2000-02-18,2017-03-18,NoClass,432
-55.727682736048,-11.540624998957,2000-02-18,2017-03-18,NoClass,433
-55.725556415093,-11.540624998957,2000-02-18,2017-03-18,NoClass,434
-55.723430094139,-11.540624998957,2000-02-18,2017-03-18,NoClass,435
-55.721303773184,-11.540624998957,2000-02-18,2017-03-18,NoClass,436
-55.71917745223,-11.540624998957,2000-02-18,2017-03-18,NoClass,437
-55.717051131275,-11.540624998957,2000-02-18,2017-03-18,NoClass,438
-55.714924810321,-11.540624998957,2000-02-18,2017-03-18,NoClass,439
-55.712798489366,-11.540624998957,2000-02-18,2017-03-18,NoClass,440
-55.710672168412,-11.540624998957,2000-02-18,2017-03-18,NoClass,441
-55.708545847457,-11.540624998957,2000-02-18,2017-03-18,NoClass,442
-55.706419526503,-11.540624998957,2000-02-18,2017-03-18,NoClass,443
-55.704293205548,-11.540624998957,2000-02-18,2017-03-18,NoClass,444
-55.702166884594,-11.540624998957,2000-02-18,2017-03-18,NoClass,445
-55.700040563639,-11.540624998957,2000-02-18,2017-03-18,NoClass,446
-55.697914242685,-11.540624998957,2000-02-18,2017-03-18,NoClass,447
-55.69578792173,-11.540624998957,2000-02-18,2017-03-18,NoClass,448
-55.693661600776,-11.540624998957,2000-02-18,2017-03-18,NoClass,449
-55.691535279821,-11.540624998957,2000-02-18,2017-03-18,NoClass,450
-55.689408958867,-11.540624998957,2000-02-18,2017-03-18,NoClass,451
-55.687282637912,-11.540624998957,2000-02-18,2017-03-18,NoClass,452
-55.685156316958,-11.540624998957,2000-02-18,2017-03-18,NoClass,453
-55.683029996003,-11.540624998957,2000-02-18,2017-03-18,NoClass,454
-55.680903675049,-11.540624998957,2000-02-18,2017-03-18,NoClass,455
-55.678777354094,-11.540624998957,2000-02-18,2017-03-18,NoClass,456
-55.67665103314,-11.540624998957,2000-02-18,2017-03-18,NoClass,457
-55.674524712185,-11.540624998957,2000-02-18,2017-03-18,NoClass,458
-55.672398391231,-11.540624998957,2000-02-18,2017-03-18,NoClass,459
-55.670272070276,-11.540624998957,2000-02-18,2017-03-18,NoClass,460
-55.668145749322,-11.540624998957,2000-02-18,2017-03-18,NoClass,461
-55.666019428367,-11.540624998957,2000-02-18,2017-03-18,NoClass,462
-55.752784682967,-11.538541665624,2000-02-18,2017-03-18,NoClass,463
-55.750658377798,-11.538541665624,2000-02-18,2017-03-18,NoClass,464
-55.748532072629,-11.538541665624,2000-02-18,2017-03-18,NoClass,465
-55.74640576746,-11.538541665624,2000-02-18,2017-03-18,NoClass,466
-55.744279462291,-11.538541665624,2000-02-18,2017-03-18,NoClass,467
-55.742153157122,-11.538541665624,2000-02-18,2017-03-18,NoClass,468
-55.740026851953,-11.538541665624,2000-02-18,2017-03-18,NoClass,469
-55.737900546784,-11.538541665624,2000-02-18,2017-03-18,NoClass,470
-55.735774241615,-11.538541665624,2000-02-18,2017-03-18,NoClass,471
-55.733647936446,-11.538541665624,2000-02-18,2017-03-18,NoClass,472
-55.731521631277,-11.538541665624,2000-02-18,2017-03-18,NoClass,473
-55.729395326108,-11.538541665624,2000-02-18,2017-03-18,NoClass,474
-55.727269020939,-11.538541665624,2000-02-18,2017-03-18,NoClass,475
-55.72514271577,-11.538541665624,2000-02-18,2017-03-18,NoClass,476
-55.723016410601,-11.538541665624,2000-02-18,2017-03-18,NoClass,477
-55.720890105432,-11.538541665624,2000-02-18,2017-03-18,NoClass,478
-55.718763800263,-11.538541665624,2000-02-18,2017-03-18,NoClass,479
-55.716637495094,-11.538541665624,2000-02-18,2017-03-18,NoClass,480
-55.714511189925,-11.538541665624,2000-02-18,2017-03-18,NoClass,481
-55.712384884756,-11.538541665624,2000-02-18,2017-03-18,NoClass,482
-55.710258579587,-11.538541665624,2000-02-18,2017-03-18,NoClass,483
-55.708132274419,-11.538541665624,2000-02-18,2017-03-18,NoClass,484
-55.70600596925,-11.538541665624,2000-02-18,2017-03-18,NoClass,485
-55.703879664081,-11.538541665624,2000-02-18,2017-03-18,NoClass,486
-55.701753358912,-11.538541665624,2000-02-18,2017-03-18,NoClass,487
-55.699627053743,-11.538541665624,2000-02-18,2017-03-18,NoClass,488
-55.697500748574,-11.538541665624,2000-02-18,2017-03-18,NoClass,489
-55.695374443405,-11.538541665624,2000-02-18,2017-03-18,NoClass,490
-55.693248138236,-11.538541665624,2000-02-18,2017-03-18,NoClass,491
-55.691121833067,-11.538541665624,2000-02-18,2017-03-18,NoClass,492
-55.688995527898,-11.538541665624,2000-02-18,2017-03-18,NoClass,493
-55.686869222729,-11.538541665624,2000-02-18,2017-03-18,NoClass,494
-55.68474291756,-11.538541665624,2000-02-18,2017-03-18,NoClass,495
-55.682616612391,-11.538541665624,2000-02-18,2017-03-18,NoClass,496
-55.680490307222,-11.538541665624,2000-02-18,2017-03-18,NoClass,497
-55.678364002053,-11.538541665624,2000-02-18,2017-03-18,NoClass,498
-55.676237696884,-11.538541665624,2000-02-18,2017-03-18,NoClass,499
-55.674111391715,-11.538541665624,2000-02-18,2017-03-18,NoClass,500
-55.671985086546,-11.538541665624,2000-02-18,2017-03-18,NoClass,501
-55.669858781377,-11.538541665624,2000-02-18,2017-03-18,NoClass,502
-55.667732476208,-11.538541665624,2000-02-18,2017-03-18,NoClass,503
-55.665606171039,-11.538541665624,2000-02-18,2017-03-18,NoClass,504
-55.752370858289,-11.53645833229,2000-02-18,2017-03-18,NoClass,505
-55.750244568902,-11.53645833229,2000-02-18,2017-03-18,NoClass,506
-55.748118279516,-11.53645833229,2000-02-18,2017-03-18,NoClass,507
-55.745991990129,-11.53645833229,2000-02-18,2017-03-18,NoClass,508
-55.743865700743,-11.53645833229,2000-02-18,2017-03-18,NoClass,509
-55.741739411356,-11.53645833229,2000-02-18,2017-03-18,NoClass,510
-55.73961312197,-11.53645833229,2000-02-18,2017-03-18,NoClass,511
-55.737486832583,-11.53645833229,2000-02-18,2017-03-18,NoClass,512
-55.735360543197,-11.53645833229,2000-02-18,2017-03-18,NoClass,513
-55.73323425381,-11.53645833229,2000-02-18,2017-03-18,NoClass,514
-55.731107964424,-11.53645833229,2000-02-18,2017-03-18,NoClass,515
-55.728981675037,-11.53645833229,2000-02-18,2017-03-18,NoClass,516
-55.726855385651,-11.53645833229,2000-02-18,2017-03-18,NoClass,517
-55.724729096264,-11.53645833229,2000-02-18,2017-03-18,NoClass,518
-55.722602806878,-11.53645833229,2000-02-18,2017-03-18,NoClass,519
-55.720476517491,-11.53645833229,2000-02-18,2017-03-18,NoClass,520
-55.718350228105,-11.53645833229,2000-02-18,2017-03-18,NoClass,521
-55.716223938718,-11.53645833229,2000-02-18,2017-03-18,NoClass,522
-55.714097649332,-11.53645833229,2000-02-18,2017-03-18,NoClass,523
-55.711971359945,-11.53645833229,2000-02-18,2017-03-18,NoClass,524
-55.709845070559,-11.53645833229,2000-02-18,2017-03-18,NoClass,525
-55.707718781172,-11.53645833229,2000-02-18,2017-03-18,NoClass,526
-55.705592491786,-11.53645833229,2000-02-18,2017-03-18,NoClass,527
-55.703466202399,-11.53645833229,2000-02-18,2017-03-18,NoClass,528
-55.701339913013,-11.53645833229,2000-02-18,2017-03-18,NoClass,529
-55.699213623626,-11.53645833229,2000-02-18,2017-03-18,NoClass,530
-55.69708733424,-11.53645833229,2000-02-18,2017-03-18,NoClass,531
-55.694961044853,-11.53645833229,2000-02-18,2017-03-18,NoClass,532
-55.692834755467,-11.53645833229,2000-02-18,2017-03-18,NoClass,533
-55.690708466081,-11.53645833229,2000-02-18,2017-03-18,NoClass,534
-55.688582176694,-11.53645833229,2000-02-18,2017-03-18,NoClass,535
-55.686455887308,-11.53645833229,2000-02-18,2017-03-18,NoClass,536
-55.684329597921,-11.53645833229,2000-02-18,2017-03-18,NoClass,537
-55.682203308535,-11.53645833229,2000-02-18,2017-03-18,NoClass,538
-55.680077019148,-11.53645833229,2000-02-18,2017-03-18,NoClass,539
-55.677950729762,-11.53645833229,2000-02-18,2017-03-18,NoClass,540
-55.675824440375,-11.53645833229,2000-02-18,2017-03-18,NoClass,541
-55.673698150989,-11.53645833229,2000-02-18,2017-03-18,NoClass,542
-55.671571861602,-11.53645833229,2000-02-18,2017-03-18,NoClass,543
-55.669445572216,-11.53645833229,2000-02-18,2017-03-18,NoClass,544
-55.667319282829,-11.53645833229,2000-02-18,2017-03-18,NoClass,545
-55.665192993443,-11.53645833229,2000-02-18,2017-03-18,NoClass,546
-55.751957113464,-11.534374998957,2000-02-18,2017-03-18,NoClass,547
-55.749830839857,-11.534374998957,2000-02-18,2017-03-18,NoClass,548
-55.74770456625,-11.534374998957,2000-02-18,2017-03-18,NoClass,549
-55.745578292643,-11.534374998957,2000-02-18,2017-03-18,NoClass,550
-55.743452019036,-11.534374998957,2000-02-18,2017-03-18,NoClass,551
-55.741325745429,-11.534374998957,2000-02-18,2017-03-18,NoClass,552
-55.739199471822,-11.534374998957,2000-02-18,2017-03-18,NoClass,553
-55.737073198215,-11.534374998957,2000-02-18,2017-03-18,NoClass,554
-55.734946924607,-11.534374998957,2000-02-18,2017-03-18,NoClass,555
-55.732820651001,-11.534374998957,2000-02-18,2017-03-18,NoClass,556
-55.730694377393,-11.534374998957,2000-02-18,2017-03-18,NoClass,557
-55.728568103786,-11.534374998957,2000-02-18,2017-03-18,NoClass,558
-55.726441830179,-11.534374998957,2000-02-18,2017-03-18,NoClass,559
-55.724315556572,-11.534374998957,2000-02-18,2017-03-18,NoClass,560
-55.722189282965,-11.534374998957,2000-02-18,2017-03-18,NoClass,561
-55.720063009358,-11.534374998957,2000-02-18,2017-03-18,NoClass,562
-55.717936735751,-11.534374998957,2000-02-18,2017-03-18,NoClass,563
-55.715810462144,-11.534374998957,2000-02-18,2017-03-18,NoClass,564
-55.713684188537,-11.534374998957,2000-02-18,2017-03-18,NoClass,565
-55.71155791493,-11.534374998957,2000-02-18,2017-03-18,NoClass,566
-55.709431641323,-11.534374998957,2000-02-18,2017-03-18,NoClass,567
-55.707305367716,-11.534374998957,2000-02-18,2017-03-18,NoClass,568
-55.705179094109,-11.534374998957,2000-02-18,2017-03-18,NoClass,569
-55.703052820502,-11.534374998957,2000-02-18,2017-03-18,NoClass,570
-55.700926546895,-11.534374998957,2000-02-18,2017-03-18,NoClass,571
-55.698800273288,-11.534374998957,2000-02-18,2017-03-18,NoClass,572
-55.696673999681,-11.534374998957,2000-02-18,2017-03-18,NoClass,573
-55.694547726074,-11.534374998957,2000-02-18,2017-03-18,NoClass,574
-55.692421452467,-11.534374998957,2000-02-18,2017-03-18,NoClass,575
-55.69029517886,-11.534374998957,2000-02-18,2017-03-18,NoClass,576
-55.688168905253,-11.534374998957,2000-02-18,2017-03-18,NoClass,577
-55.686042631645,-11.534374998957,2000-02-18,2017-03-18,NoClass,578
-55.683916358039,-11.534374998957,2000-02-18,2017-03-18,NoClass,579
-55.681790084431,-11.534374998957,2000-02-18,2017-03-18,NoClass,580
-55.679663810824,-11.534374998957,2000-02-18,2017-03-18,NoClass,581
-55.677537537217,-11.534374998957,2000-02-18,2017-03-18,NoClass,582
-55.67541126361,-11.534374998957,2000-02-18,2017-03-18,NoClass,583
-55.673284990003,-11.534374998957,2000-02-18,2017-03-18,NoClass,584
-55.671158716396,-11.534374998957,2000-02-18,2017-03-18,NoClass,585
-55.669032442789,-11.534374998957,2000-02-18,2017-03-18,NoClass,586
-55.666906169182,-11.534374998957,2000-02-18,2017-03-18,NoClass,587
-55.664779895575,-11.534374998957,2000-02-18,2017-03-18,NoClass,588
-55.75154344849,-11.532291665624,2000-02-18,2017-03-18,NoClass,589
-55.749417190659,-11.532291665624,2000-02-18,2017-03-18,NoClass,590
-55.747290932829,-11.532291665624,2000-02-18,2017-03-18,NoClass,591
-55.745164674998,-11.532291665624,2000-02-18,2017-03-18,NoClass,592
-55.743038417167,-11.532291665624,2000-02-18,2017-03-18,NoClass,593
-55.740912159337,-11.532291665624,2000-02-18,2017-03-18,NoClass,594
-55.738785901506,-11.532291665624,2000-02-18,2017-03-18,NoClass,595
-55.736659643675,-11.532291665624,2000-02-18,2017-03-18,NoClass,596
-55.734533385845,-11.532291665624,2000-02-18,2017-03-18,NoClass,597
-55.732407128014,-11.532291665624,2000-02-18,2017-03-18,NoClass,598
-55.730280870183,-11.532291665624,2000-02-18,2017-03-18,NoClass,599
-55.728154612353,-11.532291665624,2000-02-18,2017-03-18,NoClass,600
-55.726028354522,-11.532291665624,2000-02-18,2017-03-18,NoClass,601
-55.723902096692,-11.532291665624,2000-02-18,2017-03-18,NoClass,602
-55.721775838861,-11.532291665624,2000-02-18,2017-03-18,NoClass,603
-55.71964958103,-11.532291665624,2000-02-18,2017-03-18,NoClass,604
-55.7175233232,-11.532291665624,2000-02-18,2017-03-18,NoClass,605
-55.715397065369,-11.532291665624,2000-02-18,2017-03-18,NoClass,606
-55.713270807538,-11.532291665624,2000-02-18,2017-03-18,NoClass,607
-55.711144549708,-11.532291665624,2000-02-18,2017-03-18,NoClass,608
-55.709018291877,-11.532291665624,2000-02-18,2017-03-18,NoClass,609
-55.706892034046,-11.532291665624,2000-02-18,2017-03-18,NoClass,610
-55.704765776216,-11.532291665624,2000-02-18,2017-03-18,NoClass,611
-55.702639518385,-11.532291665624,2000-02-18,2017-03-18,NoClass,612
-55.700513260554,-11.532291665624,2000-02-18,2017-03-18,NoClass,613
-55.698387002724,-11.532291665624,2000-02-18,2017-03-18,NoClass,614
-55.696260744893,-11.532291665624,2000-02-18,2017-03-18,NoClass,615
-55.694134487062,-11.532291665624,2000-02-18,2017-03-18,NoClass,616
-55.692008229232,-11.532291665624,2000-02-18,2017-03-18,NoClass,617
-55.689881971401,-11.532291665624,2000-02-18,2017-03-18,NoClass,618
-55.687755713571,-11.532291665624,2000-02-18,2017-03-18,NoClass,619
-55.68562945574,-11.532291665624,2000-02-18,2017-03-18,NoClass,620
-55.683503197909,-11.532291665624,2000-02-18,2017-03-18,NoClass,621
-55.681376940079,-11.532291665624,2000-02-18,2017-03-18,NoClass,622
-55.679250682248,-11.532291665624,2000-02-18,2017-03-18,NoClass,623
-55.677124424417,-11.532291665624,2000-02-18,2017-03-18,NoClass,624
-55.674998166587,-11.532291665624,2000-02-18,2017-03-18,NoClass,625
-55.672871908756,-11.532291665624,2000-02-18,2017-03-18,NoClass,626
-55.670745650925,-11.532291665624,2000-02-18,2017-03-18,NoClass,627
-55.668619393095,-11.532291665624,2000-02-18,2017-03-18,NoClass,628
-55.666493135264,-11.532291665624,2000-02-18,2017-03-18,NoClass,629
-55.664366877433,-11.532291665624,2000-02-18,2017-03-18,NoClass,630
-55.751129863364,-11.530208332291,2000-02-18,2017-03-18,NoClass,631
-55.749003621307,-11.530208332291,2000-02-18,2017-03-18,NoClass,632
-55.746877379249,-11.530208332291,2000-02-18,2017-03-18,NoClass,633
-55.744751137192,-11.530208332291,2000-02-18,2017-03-18,NoClass,634
-55.742624895135,-11.530208332291,2000-02-18,2017-03-18,NoClass,635
-55.740498653078,-11.530208332291,2000-02-18,2017-03-18,NoClass,636
-55.73837241102,-11.530208332291,2000-02-18,2017-03-18,NoClass,637
-55.736246168963,-11.530208332291,2000-02-18,2017-03-18,NoClass,638
-55.734119926906,-11.530208332291,2000-02-18,2017-03-18,NoClass,639
-55.731993684848,-11.530208332291,2000-02-18,2017-03-18,NoClass,640
-55.729867442791,-11.530208332291,2000-02-18,2017-03-18,NoClass,641
-55.727741200734,-11.530208332291,2000-02-18,2017-03-18,NoClass,642
-55.725614958676,-11.530208332291,2000-02-18,2017-03-18,NoClass,643
-55.723488716619,-11.530208332291,2000-02-18,2017-03-18,NoClass,644
-55.721362474562,-11.530208332291,2000-02-18,2017-03-18,NoClass,645
-55.719236232504,-11.530208332291,2000-02-18,2017-03-18,NoClass,646
-55.717109990447,-11.530208332291,2000-02-18,2017-03-18,NoClass,647
-55.71498374839,-11.530208332291,2000-02-18,2017-03-18,NoClass,648
-55.712857506333,-11.530208332291,2000-02-18,2017-03-18,NoClass,649
-55.710731264275,-11.530208332291,2000-02-18,2017-03-18,NoClass,650
-55.708605022218,-11.530208332291,2000-02-18,2017-03-18,NoClass,651
-55.706478780161,-11.530208332291,2000-02-18,2017-03-18,NoClass,652
-55.704352538103,-11.530208332291,2000-02-18,2017-03-18,NoClass,653
